rank,id,name,source,country,gender,age,image,current_worth,previous_worth
116,radhakishan-damani-1,Radhakishan Damani,"Retail, investments",India,M,70,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,19.4,19.7
117,philip-anschutz,Philip Anschutz,"Energy, sports, entertainment",United States,M,85,https://specials-images.forbesimg.com/imageserve/5efa16915f1126000639e990/416x416.jpg?background=000000&cropX1=522&cropX2=4000&cropY1=840&cropY2=4320,19.4,19.4
118,zhong-huijuan,Zhong Huijuan,Pharmaceuticals,China,F,64,https://specials-images.forbesimg.com/imageserve/5e9f5b3df0b8cf0006295fec/416x416.jpg?background=000000&cropX1=1080&cropX2=1674&cropY1=936&cropY2=1530,19.4,19.2
119,michael-hartono,Michael Hartono,"Banking, tobacco ",Indonesia,M,85,https://specials-images.forbesimg.com/imageserve/5c70b46c4bbe6f79c5473f84/416x416.jpg?background=000000&cropX1=286&cropX2=2548&cropY1=78&cropY2=2340,19.2,19.4
120,donald-bren,Donald Bren,Real estate,United States,M,93,https://specials-images.forbesimg.com/imageserve/5d9b6d9867dd830006a2db41/416x416.jpg?background=000000&cropX1=513&cropX2=1983&cropY1=80&cropY2=1551,19.2,19.2
121,lakshmi-mittal,Lakshmi Mittal,Steel,India,M,75,https://specials-images.forbesimg.com/imageserve/65256679cd4895fa7365b15a/416x416.jpg?background=000000&cropX1=672&cropX2=1309&cropY1=40&cropY2=678,19.0,19.3
122,lu-xiangyang,Lu Xiangyang,"Automobiles, batteries",China,M,62,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,18.9,19.6
123,israel-englander,Israel Englander,Hedge funds,United States,M,76,https://specials-images.forbesimg.com/imageserve/5d8a74d16de3150009a4fafc/416x416.jpg?background=000000&cropX1=0&cropX2=770&cropY1=122&cropY2=892,18.9,18.9
124,michael-platt,Michael Platt,Hedge funds,United Kingdom,M,57,https://specials-images.forbesimg.com/imageserve/5c726aa34bbe6f51818abcd5/416x416.jpg?background=000000&cropX1=1450&cropX2=3510&cropY1=309&cropY2=2368,18.8,18.8
125,stefan-persson,Stefan Persson,H&M,Sweden,M,77,https://specials-images.forbesimg.com/imageserve/5c721cd64bbe6f51818ab844/416x416.jpg?background=000000&cropX1=1176&cropX2=2731&cropY1=522&cropY2=2076,18.7,18.8
126,takemitsu-takizaki,Takemitsu Takizaki,Sensors,Japan,M,80,https://specials-images.forbesimg.com/imageserve/5eaa4141ed706b0007e62bd7/416x416.jpg?background=000000&cropX1=1310&cropX2=2754&cropY1=224&cropY2=1667,18.7,18.5
127,vinod-adani,Vinod Adani,"Infrastructure, commodities",Cyprus,M,76,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,18.6,18.2
128,eric-li,Eric Li,Automobiles,China,M,62,https://specials-images.forbesimg.com/imageserve/67251531b7daba779ac3dee9/416x416.jpg?background=000000&cropX1=278&cropX2=864&cropY1=151&cropY2=737,18.4,19.0
129,zhang-zhidong,Zhang Zhidong,Online games,China,M,53,https://specials-images.forbesimg.com/imageserve/5bcf8eec31358e5b4334465b/416x416.jpg?background=000000&cropX1=249&cropX2=943&cropY1=98&cropY2=793,18.3,18.2
130,david-cheriton,David Cheriton,Google,Canada,M,74,https://specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280,18.0,18.1
131,eric-smidt,Eric Smidt,Hardware stores,United States,M,65,https://specials-images.forbesimg.com/imageserve/68b7220cad0392b745d27d34/416x416.jpg?background=000000&cropX1=0&cropX2=589&cropY1=77&cropY2=666,17.9,17.9
132,andrey-melnichenko,Andrey Melnichenko & family,"Fertilizers, coal",Russia,M,53,https://specials-images.forbesimg.com/imageserve/5c7eb6524bbe6f42abffe4ca/416x416.jpg?background=000000&cropX1=665&cropX2=2917&cropY1=100&cropY2=2353,17.6,17.6
133,john-fredriksen,John Fredriksen,Shipping,Cyprus,M,80,https://specials-images.forbesimg.com/imageserve/5e7587f4d8e1ae0007b7161f/416x416.jpg?background=000000&cropX1=169&cropX2=817&cropY1=7&cropY2=655,17.6,17.6
134,adam-foroughi,Adam Foroughi,"marketing software, mobile games",United States,M,45,https://specials-images.forbesimg.com/imageserve/66cf593d5bf6b6d6d4ab3206/416x416.jpg?background=000000&cropX1=231&cropX2=823&cropY1=14&cropY2=606,17.5,17.4
135,lin-bin,Lin Bin,Smartphones,United States,M,57,https://specials-images.forbesimg.com/imageserve/5c744e7aa7ea431000438504/416x416.jpg?background=000000&cropX1=1694&cropX2=3460&cropY1=485&cropY2=2250,17.4,16.5
136,james-ratcliffe,James Ratcliffe,Chemicals,United Kingdom,M,72,https://specials-images.forbesimg.com/imageserve/5c726a0f31358e35dd2701e3/416x416.jpg?background=000000&cropX1=715&cropX2=2215&cropY1=115&cropY2=1614,17.2,17.2
137,todd-graves,Todd Graves,Fast food,United States,M,53,https://specials-images.forbesimg.com/imageserve/661036f84ba410f780e6ff8c/416x416.jpg?background=000000&cropX1=1086&cropX2=1758&cropY1=39&cropY2=711,17.2,17.2
138,pavel-durov,Pavel Durov,Messaging app,United Arab Emirates,M,40,https://specials-images.forbesimg.com/imageserve/605e44a746821557fdbd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,17.1,17.1
139,stephen-ross,Stephen Ross,Real estate,United States,M,85,https://specials-images.forbesimg.com/imageserve/6155d324dc08886dde5040d8/416x416.jpg?background=000000&cropX1=811&cropX2=2999&cropY1=83&cropY2=2268,17.0,17.0
140,dhanin-chearavanont,Dhanin Chearavanont,Diversified,Thailand,M,86,https://specials-images.forbesimg.com/imageserve/64a6e56a5b21dc15ce4c321c/416x416.jpg?background=000000&cropX1=5&cropX2=1894&cropY1=0&cropY2=1889,17.0,16.8
141,jan-koum,Jan Koum,WhatsApp,United States,M,49,https://specials-images.forbesimg.com/imageserve/5d8a61aa22254b0008e15a3f/416x416.jpg?background=000000&cropX1=46&cropX2=1310&cropY1=63&cropY2=1329,16.9,16.9
142,beate-heister,Beate Heister,Supermarkets,Germany,F,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,16.8,16.8
142,karl-albrecht-jr,Karl Albrecht Jr. & family,Supermarkets,Germany,M,77,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,16.8,16.8
144,theo-albrecht-jr,Theo Albrecht Jr & family,"Aldi, Trader Joe's",Germany,M,74,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,16.8,16.8
145,alisher-usmanov,Alisher Usmanov,"Steel, telecom, investments",Russia,M,72,https://specials-images.forbesimg.com/imageserve/607a044ee9910fe868a69505/416x416.jpg?background=000000&cropX1=183&cropX2=812&cropY1=23&cropY2=651,16.8,16.6
146,sherry-brydson,Sherry Brydson,Thomson Reuters,Canada,F,79,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,16.7,16.7
147,george-roberts,George Roberts,Private equity,United States,M,82,https://specials-images.forbesimg.com/imageserve/5d8a8a0b6de3150009a500b5/416x416.jpg?background=000000&cropX1=743&cropX2=1994&cropY1=9&cropY2=1259,16.7,16.8
148,jorge-paulo-lemann,Jorge Paulo Lemann & family,Beer,Brazil,M,86,https://specials-images.forbesimg.com/imageserve/5c6cc0bfa7ea437e33f375c1/416x416.jpg?background=000000&cropX1=1589&cropX2=3189&cropY1=0&cropY2=1599,16.5,16.7
149,ludwig-merckle,Ludwig Merckle,Pharmaceuticals,Germany,M,60,https://specials-images.forbesimg.com/imageserve/58a1dd824bbe6f0e5586a942/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=256&cropY2=1000,16.4,16.8
150,suleiman-kerimov-family,Suleiman Kerimov & family,Gold,Russia,M,59,https://specials-images.forbesimg.com/imageserve/62471d5c3ff014e6ce2b15f6/416x416.jpg?background=000000&cropX1=146&cropX2=2785&cropY1=0&cropY2=2639,16.4,16.4
151,andrew-forrest,Andrew Forrest & family,Mining,Australia,M,63,https://specials-images.forbesimg.com/imageserve/65ca49b8ad26e48437eb62c6/416x416.jpg?background=000000&cropX1=224&cropX2=890&cropY1=0&cropY2=666,16.4,16.9
152,wang-wei,Wang Wei,Package delivery,China,M,54,https://specials-images.forbesimg.com/imageserve/5dc05174b4d505000678d99e/416x416.jpg?background=000000&cropX1=879&cropX2=2088&cropY1=805&cropY2=2013,16.3,17.2
153,arthur-dantchik,Arthur Dantchik,"Trading, investments",United States,M,67,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,16.3,16.3
154,kushal-pal-singh,Kushal Pal Singh,Real estate,India,M,94,https://specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968,16.2,15.9
155,yu-yong,Yu Yong,Mining,China,M,64,https://specials-images.forbesimg.com/imageserve/6724fbb693c9f0eb0822547c/416x416.jpg?background=000000&cropX1=2&cropX2=797&cropY1=5&cropY2=800,16.1,15.0
156,harold-hamm,Harold Hamm & family,Oil & gas,United States,M,79,https://specials-images.forbesimg.com/imageserve/5d8a634322254b0008e15a64/416x416.jpg?background=000000&cropX1=880&cropX2=1549&cropY1=0&cropY2=668,16.0,16.0
157,john-doerr,John Doerr,Venture capital,United States,M,74,https://specials-images.forbesimg.com/imageserve/5c9d17e74bbe6f277fd241e6/416x416.jpg?background=000000&cropX1=151&cropX2=1830&cropY1=6&cropY2=1685,15.9,16.1
158,prince-alwaleed-bin-talal-alsaud,Prince Alwaleed Bin Talal Alsaud,investments,Saudi Arabia,M,70,https://specials-images.forbesimg.com/imageserve/5e779508d8e1ae0007b72f3e/416x416.jpg?background=000000&cropX1=950&cropX2=4271&cropY1=14&cropY2=3334,15.8,15.9
159,brad-jacobs,Brad Jacobs,Logistics,United States,M,69,https://specials-images.forbesimg.com/imageserve/5d92021b6de3150009a58b52/416x416.jpg?background=000000&cropX1=525&cropX2=1914&cropY1=812&cropY2=2203,15.7,15.4
160,nancy-walton-laurie,Nancy Walton Laurie,Walmart,United States,F,74,https://specials-images.forbesimg.com/imageserve/669e75a291732d69b35c2ab2/416x416.jpg?background=000000&cropX1=0&cropX2=370&cropY1=21&cropY2=392,15.7,15.6
161,jay-chaudhry,Jay Chaudhry,Security software,United States,M,66,https://specials-images.forbesimg.com/imageserve/5d8ae32622254b0008e1654d/416x416.jpg?background=000000&cropX1=411&cropX2=2457&cropY1=549&cropY2=2596,15.5,15.7
162,donald-newhouse,Donald Newhouse,Media,United States,M,96,https://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/416x416.jpg?background=000000&cropX1=421&cropX2=2796&cropY1=63&cropY2=2436,15.5,15.6
163,ray-dalio,Ray Dalio,Hedge funds,United States,M,76,https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=657&cropX2=3206&cropY1=80&cropY2=2627,15.4,15.4
164,henry-kravis,Henry Kravis,Private equity,United States,M,81,https://specials-images.forbesimg.com/imageserve/5f4d5f43aea06441f4b331d6/416x416.jpg?background=000000&cropX1=290&cropX2=1212&cropY1=152&cropY2=1074,15.4,15.4
165,robert-duggan,Robert Duggan,Pharmaceuticals,United States,M,81,https://specials-images.forbesimg.com/imageserve/66918f2a02c6888a8f03c779/416x416.jpg?background=000000&cropX1=167&cropX2=568&cropY1=20&cropY2=421,15.4,15.3
166,lin-muqin,Lin Muqin & family,Beverages,China,M,61,https://specials-images.forbesimg.com/imageserve/6182ccfed143a6cc30e9678c/416x416.jpg?background=000000&cropX1=513&cropX2=2230&cropY1=0&cropY2=1718,15.3,15.3
167,james-goodnight,James Goodnight,Software,United States,M,82,https://specials-images.forbesimg.com/imageserve/5d8a6ffb22254b0008e15c68/416x416.jpg?background=000000&cropX1=754&cropX2=2040&cropY1=4&cropY2=1290,15.3,15.3
168,james-dyson,James Dyson,Vacuums,United Kingdom,M,78,https://specials-images.forbesimg.com/imageserve/5e77f331d8e1ae0007b738e9/416x416.jpg?background=000000&cropX1=477&cropX2=2227&cropY1=59&cropY2=1808,15.2,15.2
169,zhu-yi,Zhu Yi,Pharmaceuticals,China,M,61,https://specials-images.forbesimg.com/imageserve/6724fef938efbe637929ecd1/416x416.jpg?background=000000&cropX1=2&cropX2=800&cropY1=1&cropY2=799,15.2,14.1
170,hasso-plattner,Hasso Plattner & family,Software,Germany,M,81,https://specials-images.forbesimg.com/imageserve/5e762726d8e1ae0007b71a6b/416x416.jpg?background=000000&cropX1=1757&cropX2=3583&cropY1=0&cropY2=1827,15.1,15.3
171,mikhail-fridman,Mikhail Fridman,"Oil, banking, telecom",Russia,M,61,https://specials-images.forbesimg.com/imageserve/622a4eacebc226db357a752a/416x416.jpg?background=000000&cropX1=228&cropX2=1253&cropY1=0&cropY2=1025,15.1,15.2
172,dang-yanbao,Dang Yanbao,Coal,China,M,52,https://specials-images.forbesimg.com/imageserve/6182bfc1fb85e417104d179a/416x416.jpg?background=000000&cropX1=1515&cropX2=2926&cropY1=166&cropY2=1576,15.0,15.0
173,torstein-hagen,Torstein Hagen,Cruises,Norway,M,82,https://specials-images.forbesimg.com/imageserve/5e7b9a2c15b23e00065239fc/416x416.jpg?background=000000&cropX1=735&cropX2=2850&cropY1=0&cropY2=2114,14.8,15.0
174,qi-shi,Qi Shi & family,Financial information,China,M,55,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,14.7,15.2
175,martin-lorentzon,Martin Lorentzon,Spotify,Sweden,M,56,https://specials-images.forbesimg.com/imageserve/5e77c832c7b02d000666ddee/416x416.jpg?background=000000&cropX1=337&cropX2=4121&cropY1=242&cropY2=4024,14.6,14.4
176,david-velez,David Velez & family,Fintech,Colombia,M,43,https://specials-images.forbesimg.com/imageserve/60638457e39799801c5746a7/416x416.jpg?background=000000&cropX1=20&cropX2=1334&cropY1=129&cropY2=1443,14.5,14.4
177,kwong-siu-hing,Kwong Siu-hing,Real estate,Hong Kong,F,95,https://specials-images.forbesimg.com/imageserve/603522f7a9db4e55a215df75/416x416.jpg?background=000000&cropX1=144&cropX2=656&cropY1=1&cropY2=513,14.4,14.2
178,alexander-karp,Alexander Karp,Software firm,United States,M,57,https://specials-images.forbesimg.com/imageserve/67604f9532a49a6580ba2826/416x416.jpg?background=000000&cropX1=137&cropX2=1882&cropY1=132&cropY2=1875,14.4,14.3
179,george-kaiser,George Kaiser,"Oil & gas, banking",United States,M,83,https://specials-images.forbesimg.com/imageserve/5ba439ef31358e5690cd9d73/416x416.jpg?background=000000&cropX1=2031&cropX2=5125&cropY1=15&cropY2=3107,14.4,14.4
180,shahid-khan,Shahid Khan,Auto parts,United States,M,75,https://specials-images.forbesimg.com/imageserve/5d8a654022254b0008e15acc/416x416.jpg?background=000000&cropX1=261&cropX2=2362&cropY1=268&cropY2=2372,14.3,14.3
181,sun-piaoyang,Sun Piaoyang,Pharmaceuticals,China,M,67,https://specials-images.forbesimg.com/imageserve/5bcf9178a7ea43705914d65b/416x416.jpg?background=000000&cropX1=724&cropX2=3557&cropY1=0&cropY2=2832,14.3,13.7
182,edward-johnson-iv,Edward Johnson IV,Fidelity,United States,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,14.2,14.2
183,otto-toto-sugiri,Otto Toto Sugiri,Data centers,Indonesia,M,71,https://specials-images.forbesimg.com/imageserve/61ae60d615d0f02296b90539/416x416.jpg?background=000000&cropX1=0&cropX2=1438&cropY1=265&cropY2=1704,14.2,14.9
184,jack-dangermond,Jack Dangermond,Mapping software,United States,M,80,https://specials-images.forbesimg.com/imageserve/5d8aa41f22254b0008e161e8/416x416.jpg?background=000000&cropX1=85&cropX2=443&cropY1=0&cropY2=358,14.1,14.1
185,friedhelm-loh,Friedhelm Loh,Manufacturing,Germany,M,79,https://specials-images.forbesimg.com/imageserve/5e76256710380d0006fbacf3/416x416.jpg?background=000000&cropX1=359&cropX2=1453&cropY1=0&cropY2=1092,14.0,14.0
186,zhou-qunfei,Zhou Qunfei,Smartphone screens,Hong Kong,F,0,https://specials-images.forbesimg.com/imageserve/6724fc55963e6ec9e66025bc/416x416.jpg?background=000000&cropX1=366&cropX2=1023&cropY1=221&cropY2=878,13.9,14.4
187,antony-ressler,Antony Ressler,Finance,United States,M,64,https://specials-images.forbesimg.com/imageserve/5f036214a694dd0006422271/416x416.jpg?background=000000&cropX1=227&cropX2=1655&cropY1=30&cropY2=1457,13.9,13.8
188,robert-kraft,Robert Kraft,"Manufacturing, New England Patriots",United States,M,84,https://specials-images.forbesimg.com/imageserve/64a85309b1ebfd68d09b888d/416x416.jpg?background=000000&cropX1=0&cropX2=898&cropY1=318&cropY2=1219,13.8,13.8
189,michal-solowow,Michal Solowow,Investments,Poland,M,63,https://specials-images.forbesimg.com/imageserve/6426ed3a2dc404c9e8217d97/416x416.jpg?background=000000&cropX1=0&cropX2=1784&cropY1=102&cropY2=1888,13.8,13.8
190,ravi-jaipuria,Ravi Jaipuria,"Soft drinks, fast food",India,M,70,https://specials-images.forbesimg.com/imageserve/65256f6471dfe97f6fd37064/416x416.jpg?background=000000&cropX1=76&cropX2=1233&cropY1=321&cropY2=1479,13.8,13.5
191,charlene-de-carvalho-heineken,Charlene de Carvalho-Heineken & family,Heineken,Netherlands,F,71,https://specials-images.forbesimg.com/imageserve/5e76fd5fd8e1ae0007b72836/416x416.jpg?background=000000&cropX1=40&cropX2=1122&cropY1=61&cropY2=1144,13.8,14.0
192,uday-kotak,Uday Kotak,Banking,India,M,66,https://specials-images.forbesimg.com/imageserve/652572b911abb7271c0656fe/416x416.jpg?background=000000&cropX1=1401&cropX2=3921&cropY1=88&cropY2=2607,13.8,13.9
193,john-tu,John Tu,Computer hardware,United States,M,84,https://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=63&cropY2=804,13.8,13.8
194,david-sun,David Sun,Computer hardware,United States,M,73,https://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829,13.8,13.8
195,peter-woo,Peter Woo,Real estate,Hong Kong,M,79,https://specials-images.forbesimg.com/imageserve/620d2693995b45d70b8590b0/416x416.jpg?background=000000&cropX1=806&cropX2=1851&cropY1=642&cropY2=1687,13.7,13.4
196,bubba-cathy,Bubba Cathy,Chick-fil-A,United States,M,71,https://specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=2&cropY2=742,13.7,13.7
196,dan-cathy,Dan Cathy,Chick-fil-A,United States,M,72,https://specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=27&cropX2=678&cropY1=21&cropY2=672,13.7,13.7
196,trudy-cathy-white,Trudy Cathy White,Chick-fil-A,United States,F,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,13.7,13.7
199,joseph-lau,Joseph Lau,Real estate,Hong Kong,M,74,https://specials-images.forbesimg.com/imageserve/65d4c5dda401ff9cf4b74438/416x416.jpg?background=000000&cropX1=583&cropX2=1313&cropY1=100&cropY2=830,13.6,13.6
200,johann-rupert,Johann Rupert & family,Luxury goods,South Africa,M,75,https://specials-images.forbesimg.com/imageserve/5e77abf210380d0006fbc437/416x416.jpg?background=000000&cropX1=69&cropX2=901&cropY1=177&cropY2=1009,13.6,13.6
201,sunil-mittal-1,Sunil Mittal,Telecom,India,M,67,https://specials-images.forbesimg.com/imageserve/6704777f28ad08c25e6fe45d/416x416.jpg?background=000000&cropX1=5&cropX2=1320&cropY1=41&cropY2=1356,13.6,13.6
202,antonia-axson-johnson,Antonia Ax:son Johnson & family,Diversified,Sweden,F,82,https://specials-images.forbesimg.com/imageserve/5c721c55a7ea431000435142/416x416.jpg?background=000000&cropX1=624&cropX2=2349&cropY1=0&cropY2=1724,13.5,13.5
203,anders-holch-povlsen,Anders Holch Povlsen,Fashion retail,Denmark,M,52,https://specials-images.forbesimg.com/imageserve/5e75908fc7b02d000666c3be/416x416.jpg?background=000000&cropX1=329&cropX2=1870&cropY1=44&cropY2=1585,13.4,13.4
204,li-xiting,Li Xiting,Medical devices,Singapore,M,74,https://specials-images.forbesimg.com/imageserve/61114d1ee2a2505345419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=949&cropY1=0&cropY2=950,13.4,13.4
205,simon-reuben,Simon Reuben,"Real estate, investments",United Kingdom,M,84,https://specials-images.forbesimg.com/imageserve/5e77f9a510380d0006fbc995/416x416.jpg?background=000000&cropX1=922&cropX2=2645&cropY1=72&cropY2=1796,13.3,13.3
